id,focus,signal,slack,drag,confidence,score,lane
l001,failure width,35,33,6,25,172,watch
l002,recovery gap,35,34,6,55,204,ship
l003,runbook drift,35,35,6,85,236,ship
l004,budget pressure,35,36,18,25,130,watch
l005,failure width,35,37,18,55,162,watch
l006,recovery gap,35,38,18,85,194,ship
l007,runbook drift,35,39,34,25,72,hold
l008,budget pressure,35,40,34,55,104,hold
l009,failure width,35,41,34,85,136,watch
l010,recovery gap,60,42,6,25,265,ship
l011,runbook drift,60,43,6,55,297,ship
l012,budget pressure,60,44,6,85,329,ship
l013,failure width,60,45,18,25,223,ship
l014,recovery gap,60,46,18,55,255,ship
l015,runbook drift,60,47,18,85,287,ship
l016,budget pressure,60,48,34,25,165,watch
l017,failure width,60,32,34,55,163,watch
l018,recovery gap,60,33,34,85,195,ship
l019,runbook drift,85,34,6,25,324,ship
l020,budget pressure,85,35,6,55,356,ship
l021,failure width,85,36,6,85,388,ship
l022,recovery gap,85,37,18,25,282,ship
l023,runbook drift,85,38,18,55,314,ship
l024,budget pressure,85,39,18,85,346,ship
l025,failure width,85,40,34,25,224,ship
l026,recovery gap,85,41,34,55,256,ship
l027,runbook drift,85,42,34,85,288,ship
